1.06320074	1.608227546	-0.448646777
0.247186721	0.577529719	-0.418869106
0.132395326	0.47073549	-1.219908407
1.8567352	1.463450299	-1.822790688
0.629326978	1.791544774	-0.746910118
0.388774415	0.542162902	-0.19444194
1.93642248	0.87412103	-0.910643546
1.69755553	0.196376574	-0.667887726
0.043886123	0.124132166	-1.43929892
0.632751354	1.087458646	-1.133855446
0.010262559	0.529832297	-0.086590506
0.645591729	0.505941431	-0.591491419
1.569631379	1.197907885	-1.319954907
0.682509073	1.308996626	-0.976116194
1.77170796	0.55315067	-0.575126304
1.662746839	0.104414268	-0.526705825
1.945033451	1.224260506	-1.656242589
0.802369446	1.612452647	-1.984164123
0.920171284	0.681293733	-0.046316128
0.942866925	0.993189527	-1.825657766
1.020110435	1.109864124	-0.48138998
1.929455449	0.957796583	-1.716935206
1.540106789	1.248834193	-1.10547252
0.331770806	1.535231339	-1.23206509
0.601330048	0.557641465	-0.968364926
0.058587195	1.47923337	-0.703736343
1.646663426	1.310331179	-1.78008536
1.52478079	0.031700224	-0.858887754
1.764789751	1.684874804	-0.584943093
1.489731228	1.851577449	-1.012968652
1.039363493	1.019336885	-0.002131626
0.687297794	0.989845664	-1.840475881
1.375071655	1.819455935	-0.341583434
0.300224802	1.893151593	-0.358606476
0.990635927	0.115156213	-0.538835828
1.405385101	0.125222763	-0.474855035
1.580313058	1.245583711	-0.019449444
0.909898022	1.575265025	-0.316871337
1.055993456	0.475087834	-0.771032324
1.639157514	1.410660651	-1.449022941
0.455718234	0.694516341	-1.380863184
0.705951628	0.058198036	-1.778403313
0.454358253	1.968148769	-1.17753976
1.096958179	0.032028626	-1.189532657
1.076019336	0.174947888	-1.756889434
0.746259717	1.603175773	-0.758281585
0.359785138	0.21729977	-1.189292235
1.446091619	0.042888475	-1.151464411
0.082438616	1.014819588	-0.809978693
1.95673742	0.172850172	-1.019046246
1.97185492	0.934228374	-0.612890737
1.251842857	1.098579963	-1.720743863
0.840299569	0.473098087	-1.030226906
1.470446856	1.317682418	-0.901065248
0.657772405	0.086488544	-1.738044043
1.071060684	1.34103009	-1.973454104
